"URI","rdf-schema#label","rdf-schema#comment","buildingEndDate","elevation","height","location_label","location","thumbnail_label","thumbnail","wikiPageID","wikiPageRevisionID","point","22-rdf-syntax-ns#type_label","22-rdf-syntax-ns#type","owl#sameAs_label","owl#sameAs","wgs84_pos#lat","wgs84_pos#long"
"http://dbpedia.org/resource/Vaucluse_Bay_Range_Front_Light","Vaucluse Bay Range Front Light","Vaucluse Bay Range Front Light is an active lighthouse located on the east side of the entrance to Vaucluse Bay in Vaucluse New South Wales Australia. It serves as the front range light Vaucluse Bay Range Rear Light serving as the rear light into Vaucluse Bay.","NULL","NULL","7.9248","{New South Wales|Vaucluse|Australia}","{http://dbpedia.org/resource/New_South_Wales|http://dbpedia.org/resource/Vaucluse|http://dbpedia.org/resource/Australia}","Vaucluse_Bay_Range_Front_Light.JPG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Vaucluse_Bay_Range_Front_Light.JPG?width=300","28713762","605573871","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0cz85hc|Q7917244|Vaucluse_Bay_Range_Front_Light}","{http://rdf.freebase.com/ns/m.0cz85hc|http://wikidata.dbpedia.org/resource/Q7917244|http://wikidata.org/entity/Q7917244|http://yago-knowledge.org/resource/Vaucluse_Bay_Range_Front_Light}","NULL","NULL"
"http://dbpedia.org/resource/Vaucluse_Bay_Range_Rear_Light","Vaucluse Bay Range Rear Light","Vaucluse Bay Range Front Light is an active lighthouse located on the east side of the entrance to Vaucluse Bay in Vaucluse New South Wales Australia. It serves as the front range light Vaucluse Bay Range Front Light serving as the front light into Vaucluse Bay.","NULL","NULL","7.9248","{New South Wales|Vaucluse|Australia}","{http://dbpedia.org/resource/New_South_Wales|http://dbpedia.org/resource/Vaucluse|http://dbpedia.org/resource/Australia}","NULL","NULL","28713830","552673350","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0cz9xyt|Q7917245|Vaucluse_Bay_Range_Rear_Light}","{http://rdf.freebase.com/ns/m.0cz9xyt|http://wikidata.dbpedia.org/resource/Q7917245|http://wikidata.org/entity/Q7917245|http://yago-knowledge.org/resource/Vaucluse_Bay_Range_Rear_Light}","NULL","NULL"
"http://dbpedia.org/resource/Ve_Skerries","Ve Skerries","Ve Skerries (Baylish island) (Old Norse: Vestan sker West Skerries) are a group of low skerries 3 miles north west of Papa Stour on the west coast of Shetland.","NULL","17.0","16.0","{Shetland|Papa Stour}","{http://dbpedia.org/resource/Shetland|http://dbpedia.org/resource/Papa_Stour}","Papa_Stour_Shtl.png?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Papa_Stour_Shtl.png?width=300","12884226","578588410","60.374722222222225 -1.8119444444444444","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|wgs84_pos#SpatialThing|_Feature|Lighhouse|UninhabitedIslandsOfShetland|Artifact100021939|Beacon102814860|Island109316454|Land109334396|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing|http://www.opengis.net/gml/_Feature|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/UninhabitedIslandsOfShetland|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Island109316454|http://dbpedia.org/class/yago/Land109334396|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{|m.02x9rd1|Q7917677|Ve_Skerries}","{http://sws.geonames.org/2634972/|http://rdf.freebase.com/ns/m.02x9rd1|http://wikidata.dbpedia.org/resource/Q7917677|http://wikidata.org/entity/Q7917677|http://yago-knowledge.org/resource/Ve_Skerries}","60.3747","-1.81194"
"http://dbpedia.org/resource/Vermilion_Light","Vermilion Light","The Vermilion Lighthouse is a lighthouse on the shores of Lake Erie in Vermilion Ohio USA. It is situated on the grounds of the Inland Seas Maritime Museum near the mouth of the Vermilion River. Erected on 23 October 1991 and dedicated on 6 June 1992 the lighthouse is illuminated by a 200 watt incandescent light bulb with a 5th order Fresnel lens.","NULL","NULL","4.8768","{Ohio|Vermilion Ohio}","{http://dbpedia.org/resource/Ohio|http://dbpedia.org/resource/Vermilion,_Ohio}","Vermilion_Lighthouse_in_Vermilion_Ohio.jpg?width=300","http://en.wikipedia.org/wiki/Special:FilePath/Vermilion_Lighthouse_in_Vermilion,_Ohio.jpg?width=300","2880319","596818144","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Building|Lighhouse|Artifact100021939|Building102913152|BuildingsAndStructuresCompletedIn1991|BuildingsAndStructuresInErieCountyOhio|BuildingsAndStructuresInLorainCountyOhio|Object100002684|Structure104341686|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Building|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Building102913152|http://dbpedia.org/class/yago/BuildingsAndStructuresCompletedIn1991|http://dbpedia.org/class/yago/BuildingsAndStructuresInErieCounty,Ohio|http://dbpedia.org/class/yago/BuildingsAndStructuresInLorainCounty,Ohio|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.088ryp|Q14716840|Vermilion_Light}","{http://rdf.freebase.com/ns/m.088ryp|http://wikidata.dbpedia.org/resource/Q14716840|http://wikidata.org/entity/Q14716840|http://yago-knowledge.org/resource/Vermilion_Light}","NULL","NULL"
"http://dbpedia.org/resource/Vibberodden_Lighthouse","Vibberodden Lighthouse","Vibberodden Lighthouse (Norwegian: Vibberodden fyr) is a harbour lighthouse located in Eigersund Norway. It was first lit in 1855 and automated in 1977. The lighthouse operates in coordination with Eigerøy Lighthouse and guides the entrance to the harbour of Egersund.","NULL","NULL","NULL","{Norway|Eigersund}","{http://dbpedia.org/resource/Norway|http://dbpedia.org/resource/Eigersund}","NULL","NULL","34728767","553658946","58.41972222222222 5.990277777777778","{architectural structure|lighthouse|place|tower|Wikidata:Q532|YagoGeoEntity|Object100002684|Place|Tower104460130|YagoPermanentlyLocatedEntity|Artifact100021939|owl#Thing|wgs84_pos#SpatialThing|Structure104341686|PhysicalEntity100001930|Whole100003553|d0.owl#Location|Beacon102814860}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/Object100002684|http://schema.org/Place|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity|http://dbpedia.org/class/yago/Artifact100021939|http://www.w3.org/2002/07/owl#Thing|http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/Whole100003553|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/class/yago/Beacon102814860}","{Q4563876|m.0j3cz9g|Vibberodden_Lighthouse}","{http://wikidata.org/entity/Q4563876|http://rdf.freebase.com/ns/m.0j3cz9g|http://yago-knowledge.org/resource/Vibberodden_Lighthouse|http://wikidata.dbpedia.org/resource/Q4563876}","58.4197","5.99028"
"http://dbpedia.org/resource/Vieste_Lighthouse","Vieste Lighthouse","Vieste Lighthouse (Italian: Faro di Vieste) is a lighthouse on the rock of Santa Eufemia located between the rocks of Santa Croce and San Francesco) just opposite the town of Apulia Italy. Its position is strategic for the shipping lanes in the middle and lower Adriatic Sea.","NULL","NULL","NULL","Italy","http://dbpedia.org/resource/Italy","Il_Faro_di_Vieste.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Il_Faro_di_Vieste.jpg?width=300","26137769","551193762","41.88916666666667 16.184166666666666","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|wgs84_pos#SpatialThing|Artifact100021939|Building102913152|BuildingsAndStructuresInApulia|Object100002684|Structure104341686|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Building102913152|http://dbpedia.org/class/yago/BuildingsAndStructuresInApulia|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0b6f_0f|Q368025|Faro_di_Vieste|Vieste_Lighthouse}","{http://rdf.freebase.com/ns/m.0b6f_0f|http://wikidata.dbpedia.org/resource/Q368025|http://it.dbpedia.org/resource/Faro_di_Vieste|http://wikidata.org/entity/Q368025|http://yago-knowledge.org/resource/Vieste_Lighthouse}","41.8892","16.1842"
"http://dbpedia.org/resource/Villa_Lighthouse","Villa Lighthouse","Villa Lighthouse (Norwegian: Villa fyrstasjon) is a lighthouse that is located on the island of Villa in the Folda sea in the municipality of Flatanger in Nord-Trøndelag county Norway. The 15-metre (49 ft) tall tower was built of granite soapstone and brick in a hexagonal shape. The lighthouse was built in 1839 and was the first lighthouse in Norway that was built north of the Trondheimsfjord.","NULL","NULL","15.0","{Norway|Nord-Trøndelag|Flatanger}","{http://dbpedia.org/resource/Norway|http://dbpedia.org/resource/Nord-Tr%C3%B8ndelag|http://dbpedia.org/resource/Flatanger}","NULL","NULL","32770700","553278478","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0h3pxb4|Q7930388|Villa_Lighthouse}","{http://rdf.freebase.com/ns/m.0h3pxb4|http://wikidata.dbpedia.org/resource/Q7930388|http://wikidata.org/entity/Q7930388|http://yago-knowledge.org/resource/Villa_Lighthouse}","NULL","NULL"
"http://dbpedia.org/resource/Vinga_Lighthouse","Vinga Lighthouse","Vinga Lighthouse (Vinga fyr) is a Swedish lighthouse on Vinga island built in 1890. But Vinga has been an important island for sea travelers for a long time. The lighthouse in use now is the third one on the island. It is one of Sweden's most famous lighthouses and a special symbol for the city of Gothenburg.The first tower was built in 1841 it was the first Swedish lighthouse with lens. A second was built in 1854 to make the island a double lighthouse.","NULL","46.0","29.0","{Vinga (Gothenburg)|Archipelago of Gothenburg|Sweden}","{http://dbpedia.org/resource/Vinga_(Gothenburg)|http://dbpedia.org/resource/Archipelago_of_Gothenburg|http://dbpedia.org/resource/Sweden}","Vinga.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Vinga.jpg?width=300","19222359","556112222","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Lighhouse|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.04ldtrq||Q3372089|Vuurtoren_van_Vinga|Vinga_Lighthouse}","{http://rdf.freebase.com/ns/m.04ldtrq|http://sws.geonames.org/2662831/|http://wikidata.dbpedia.org/resource/Q3372089|http://nl.dbpedia.org/resource/Vuurtoren_van_Vinga|http://wikidata.org/entity/Q3372089|http://yago-knowledge.org/resource/Vinga_Lighthouse}","NULL","NULL"
"http://dbpedia.org/resource/Vingleia_Lighthouse","Vingleia Lighthouse","The Vingleia Lighthouse is a lighthouse on the island of Skarvfleshølen about 6 kilometres (3.7 mi) north of Mausund in the municipality of Frøya in Sør-Trøndelag county Norway. It is located 13 kilometres (8.1 mi) northeast of the Sula Lighthouse 26 kilometres (16 mi) southwest of the Finnvær Lighthouse and 45 kilometres (28 mi) southwest of the Halten Lighthouse.","NULL","NULL","10.2","{Norway|Sør-Trøndelag}","{http://dbpedia.org/resource/Norway|http://dbpedia.org/resource/S%C3%B8r-Tr%C3%B8ndelag}","Vingleia_1.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Vingleia_1.jpg?width=300","30163137","553724450","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0g59n5s|Q1774953|Vingleia_Lighthouse}","{http://rdf.freebase.com/ns/m.0g59n5s|http://wikidata.dbpedia.org/resource/Q1774953|http://wikidata.org/entity/Q1774953|http://yago-knowledge.org/resource/Vingleia_Lighthouse}","NULL","NULL"
"http://dbpedia.org/resource/Vittoria_Light","Vittoria Light","Vittoria Light (Italian: Faro della Vittoria) also known as the Victory Lighthouse is an active lighthouse in Trieste Italy serving the Gulf of Trieste. It is located on the hill of Gretta (Poggio di Gretta) off the Strada del Friuli. At a height of 223 feet (68 m) it is one of the tallest lighthouses in the world.","NULL","NULL","67.85","{Italy|Trieste}","{http://dbpedia.org/resource/Italy|http://dbpedia.org/resource/Trieste}","Vittoria_Light_2005.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Vittoria_Light_2005.jpg?width=300","28308000","606030056","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Building102913152|BuildingsAndStructuresCompletedIn1927|BuildingsAndStructuresInTrieste|Object100002684|Structure104341686|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Building102913152|http://dbpedia.org/class/yago/BuildingsAndStructuresCompletedIn1927|http://dbpedia.org/class/yago/BuildingsAndStructuresInTrieste|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0b6hmty||Phare_de_la_Victoire|Faro_della_Vittoria|Q752327|Faro_della_Vittoria_(Trieste)|Vittoria_Light}","{http://rdf.freebase.com/ns/m.0b6hmty|http://sws.geonames.org/3220261/|http://fr.dbpedia.org/resource/Phare_de_la_Victoire|http://de.dbpedia.org/resource/Faro_della_Vittoria|http://wikidata.dbpedia.org/resource/Q752327|http://it.dbpedia.org/resource/Faro_della_Vittoria_(Trieste)|http://wikidata.org/entity/Q752327|http://yago-knowledge.org/resource/Vittoria_Light}","NULL","NULL"
"http://dbpedia.org/resource/Volusia_Bar_Light","Volusia Bar Light","The Volusia Bar Light was a river lighthouse marking the inlet of the St. Johns River into the south end of Lake George Florida.","NULL","NULL","NULL","Florida","http://dbpedia.org/resource/Florida","Volusiabar.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Volusiabar.jpg?width=300","4222997","576819704","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Lighhouse|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://umbel.org/umbel/rc/Lighhouse|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0bqtjz|Q7941089|Volusia_Bar_Light}","{http://rdf.freebase.com/ns/m.0bqtjz|http://wikidata.dbpedia.org/resource/Q7941089|http://wikidata.org/entity/Q7941089|http://yago-knowledge.org/resource/Volusia_Bar_Light}","NULL","NULL"
"http://dbpedia.org/resource/Voslapp_Range_Rear_Light","Voslapp Range Rear Light","Voslapp Range Rear Light (German: Voslapp Oberfeuer) is an active lighthouse and range light in Voslapp state of Lower Saxony Germany. At a height of 201 feet (61 m) it is the twenty-second tallest traditional lighthouse in the world. It is located 4.3 kilometres (2.7 mi) south-southwest of Voslapp Range Front Light behind the dike at the village of Voslapp about 8 kilometres (5.0 mi) north of Wilhelmshaven.The tower is 4.5 metres (15 ft) in diameter.","NULL","NULL","61.2648","Wilhelmshaven","http://dbpedia.org/resource/Wilhelmshaven","Leuchtturm_Geniusstrand.jpg?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/Leuchtturm_Geniusstrand.jpg?width=300","28353271","550682608","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|Artifact100021939|Beacon102814860|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0crbq6v|Phare_Voslapp|Q3378139|Voslapp_Range_Rear_Light}","{http://rdf.freebase.com/ns/m.0crbq6v|http://fr.dbpedia.org/resource/Phare_Voslapp|http://wikidata.dbpedia.org/resource/Q3378139|http://wikidata.org/entity/Q3378139|http://yago-knowledge.org/resource/Voslapp_Range_Rear_Light}","NULL","NULL"
"http://dbpedia.org/resource/Vuurduin","Vuurduin","Vuurduin is a lighthouse on the Dutch island Vlieland. The tower is the top part of the former front light of the leading lights in IJmuiden designed by Quirinus Harder.The lighthouse was placed on Vlieland in 1909 on top of one of the Voorboetsduin one of the highest sand dunes (at 45 metres) in the Netherlands. A lookout tower was built next to the lighthouse in 1929. In 1986 the cupola was renovated. While a lighthouse keeper still attends the lighthouse is fully automated.","NULL","NULL","16.8","{Netherlands|Vlieland}","{http://dbpedia.org/resource/Netherlands|http://dbpedia.org/resource/Vlieland}","LeuchtturmVlieland.JPG?width=300","http://commons.wikimedia.org/wiki/Special:FilePath/LeuchtturmVlieland.JPG?width=300","30650144","551577406","NULL","{architectural structure|lighthouse|place|tower|owl#Thing|Place|d0.owl#Location|Wikidata:Q532|WestFrisianIslands|Artifact100021939|Beacon102814860|Island109316454|Land109334396|Object100002684|Structure104341686|Tower104460130|Whole100003553|YagoGeoEntity|PhysicalEntity100001930|YagoPermanentlyLocatedEntity}","{http://dbpedia.org/ontology/ArchitecturalStructure|http://dbpedia.org/ontology/Lighthouse|http://dbpedia.org/ontology/Place|http://dbpedia.org/ontology/Tower|http://www.w3.org/2002/07/owl#Thing|http://schema.org/Place|http://www.ontologydesignpatterns.org/ont/d0.owl#Location|http://dbpedia.org/ontology/Wikidata:Q532|http://dbpedia.org/class/yago/WestFrisianIslands|http://dbpedia.org/class/yago/Artifact100021939|http://dbpedia.org/class/yago/Beacon102814860|http://dbpedia.org/class/yago/Island109316454|http://dbpedia.org/class/yago/Land109334396|http://dbpedia.org/class/yago/Object100002684|http://dbpedia.org/class/yago/Structure104341686|http://dbpedia.org/class/yago/Tower104460130|http://dbpedia.org/class/yago/Whole100003553|http://dbpedia.org/class/yago/YagoGeoEntity|http://dbpedia.org/class/yago/PhysicalEntity100001930|http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity}","{m.0gjdbxx||Vuurduin|Q939914}","{http://rdf.freebase.com/ns/m.0gjdbxx|http://sws.geonames.org/2745139/|http://de.dbpedia.org/resource/Vuurduin|http://wikidata.dbpedia.org/resource/Q939914|http://nl.dbpedia.org/resource/Vuurduin|http://wikidata.org/entity/Q939914|http://yago-knowledge.org/resource/Vuurduin}","NULL","NULL"
